x,y,case
-0.191,0.236,10.000
0.724,0.016,10.000
0.039,-0.575,10.000
1.537,0.591,10.000
1.085,0.406,10.000
1.368,0.177,10.000
1.436,0.527,10.000
1.208,0.576,10.000
0.775,-0.723,10.000
1.379,0.753,10.000
0.498,-1.243,10.000
0.854,0.298,10.000
0.528,-0.951,10.000
0.541,-0.182,10.000
1.350,0.609,10.000
0.578,0.170,10.000
1.471,0.296,10.000
1.123,0.241,10.000
0.501,-0.557,10.000
0.872,0.306,10.000
0.401,-0.501,10.000
0.162,0.324,10.000
1.182,-0.606,10.000
0.993,-0.478,10.000
1.152,0.421,10.000
0.037,-1.128,10.000
1.322,0.310,10.000
0.259,-0.652,10.000
0.913,-0.762,10.000
0.953,0.099,10.000
0.129,-1.513,10.000
0.918,0.094,10.000
2.080,1.837,10.000
0.792,-0.214,10.000
1.293,0.597,10.000
0.756,-0.992,10.000
1.145,0.281,10.000
0.488,-0.438,10.000
0.534,-0.295,10.000
1.585,0.462,10.000
1.169,0.419,10.000
1.657,0.897,10.000
0.503,-0.474,10.000
0.793,0.181,10.000
1.281,0.158,10.000
1.699,1.543,10.000
0.649,-0.262,10.000
0.972,-0.396,10.000
1.343,0.742,10.000
0.658,-0.772,10.000
1.129,0.500,10.000
1.739,1.318,10.000
0.837,-0.304,10.000
0.906,-0.073,10.000
0.740,-1.126,10.000
0.950,-0.521,10.000
1.616,0.850,10.000
1.391,0.335,10.000
1.224,0.740,10.000
1.109,0.545,10.000
1.904,2.143,10.000
1.217,-0.062,10.000
1.428,-0.755,10.000
1.021,0.584,10.000
1.775,0.425,10.000
1.842,1.026,10.000
1.550,0.514,10.000
0.961,-0.336,10.000
1.335,0.382,10.000
1.535,0.640,10.000
1.263,-0.807,10.000
1.043,-0.057,10.000
2.208,1.768,10.000
1.829,0.837,10.000
0.994,-0.020,10.000
1.242,0.476,10.000
0.526,-0.605,10.000
1.352,-0.021,10.000
1.794,1.669,10.000
1.823,0.991,10.000
2.245,2.127,10.000
0.918,0.125,10.000
1.607,0.715,10.000
1.301,-0.174,10.000
2.452,2.202,10.000
2.050,1.700,10.000
2.044,1.661,10.000
1.881,1.176,10.000
1.384,0.501,10.000
1.870,1.171,10.000
1.311,0.496,10.000
0.990,-0.819,10.000
1.001,-0.433,10.000
1.750,1.309,10.000
2.035,1.868,10.000
1.743,1.262,10.000
3.016,3.957,10.000
1.758,2.182,10.000
2.111,1.432,10.000
2.118,1.310,10.000
1.866,1.721,10.000
1.935,1.060,10.000
1.845,1.045,10.000
1.332,-0.011,10.000
1.111,0.055,10.000
2.177,2.359,10.000
1.760,0.845,10.000
1.423,0.291,10.000
1.347,-0.017,10.000
1.650,1.101,10.000
1.952,1.023,10.000
1.492,1.168,10.000
1.487,0.596,10.000
1.235,0.151,10.000
1.643,0.935,10.000
1.272,-0.147,10.000
1.634,0.882,10.000
1.879,0.858,10.000
2.349,3.059,10.000
1.847,1.176,10.000
2.849,3.802,10.000
1.442,1.079,10.000
2.357,2.506,10.000
0.867,-0.233,10.000
1.106,0.363,10.000
1.928,1.342,10.000
1.702,1.006,10.000
1.272,0.685,10.000
1.928,1.783,10.000
1.147,0.074,10.000
2.036,1.575,10.000
1.712,1.277,10.000
1.862,1.550,10.000
2.009,1.829,10.000
1.861,1.334,10.000
2.265,1.627,10.000
1.760,1.347,10.000
2.557,2.831,10.000
1.382,0.021,10.000
1.674,0.633,10.000
1.505,1.190,10.000
1.879,1.178,10.000
1.349,0.749,10.000
1.312,-0.598,10.000
2.128,1.258,10.000
1.898,0.519,10.000
2.113,2.248,10.000
2.075,2.393,10.000
2.378,1.872,10.000
1.831,1.176,10.000
2.556,3.032,10.000
1.961,0.515,10.000
2.255,1.679,10.000
2.443,2.256,10.000
2.474,2.591,10.000
1.933,0.982,10.000
1.569,0.687,10.000

